TaxonName,Author,accepted_bin
Spondias globosa,J. D. Mitch. & Daly,Spondias globosa
Spondias indica,(Wight & Arn.) Airy Shaw & Forman,Spondias indica
Spondias lakonensis,Pierre,Spondias lakonensis
Spondias macrocarpa,Engl.,Spondias purpurea
Spondias malayana,Kosterm.,Spondias malayana
Spondias mombin,L.,Spondias mombin
Spondias pinnata,(L. f.) Kurz,Spondias pinnata
Spondias purpurea,L.,Spondias purpurea
Spondias radlkoferi,Donn.Sm.,Spondias radlkoferi
Spondias tefyi,"J.D. Mitch., Daly & Randrian.",Spondias tefyi
Spondias testudinis,J.D.Mitch. & Daly,Spondias testudinis
Spondias tuberosa,Arruda,Spondias tuberosa
Spondias venulosa,(Mart. ex Engl.) Engl.,Spondias venulosa
Spongiosperma cataractarum,Zarucchi,Spongiosperma cataractarum
Spongiosperma grandiflorum,(Huber) Zarucchi,Spongiosperma grandiflorum
Spongiosperma longilobum,(Markgr.) Zarucchi,Spongiosperma longilobum
Spongiosperma macrophyllum,(Müll.Arg.) Zarucchi,Spongiosperma macrophyllum
Spongiosperma oleifolium,(Monach.) Zarucchi,Spongiosperma oleifolium
Spongiosperma riparium,(Monach.) Zarucchi,Spongiosperma riparium
Squamopappus skutchii,"(S.F.Blake) R.K.Jansen, N.A.Harriman & Urbatsch",Squamopappus skutchii
Stachyandra imberbis,(Airy Shaw) Radcl.-Sm.,Stachyandra imberbis
Stachyandra merana,(Airy Shaw) J.-F.Leroy ex Radcl.-Sm.,Stachyandra merana
Stachyandra rufibarbis,(Airy Shaw) Radcl.-Sm.,Stachyandra rufibarbis
Stachyandra viticifolia,(Airy Shaw) Radcl.-Sm.,Stachyandra viticifolia
Stachyarrhena acuminata,Standl.,Stachyarrhena acuminata
Stachyarrhena acutiloba,Steyerm.,Stachyarrhena acutiloba
Stachyarrhena duckei,Standl.,Stachyarrhena duckei
Stachyarrhena grandifolia,L.Andersson,Stachyarrhena grandifolia
Stachyarrhena harleyi,J.H.Kirkbr.,Stachyarrhena harleyi
Stachyarrhena heterochroa,Standl.,Stachyarrhena heterochroa
Stachyarrhena oellgardii,L.Andersson,Stachyarrhena oellgardii
Stachyarrhena penduliflora,K.Schum.,Stachyarrhena penduliflora
Stachyarrhena reticulata,Steyerm.,Stachyarrhena reticulata
Stachyarrhena revoluta,L.Andersson,Stachyarrhena revoluta
Stachyarrhena spicata,Hook.f.,Stachyarrhena spicata
Stachyothyrsus stapfiana,(A.Chev.) J.Léonard & Voorh.,Stachyothyrsus stapfiana
Stachyothyrsus staudtii,Harms,Stachyothyrsus staudtii
Stachytarpheta orubica,(L.) Vahl,Stachytarpheta orubica
Stachytarpheta piranii,S.Atkins,Stachytarpheta piranii
Stachyurus coaetaneus,Chatterjee,Stachyurus coaetaneus
Stachyurus cordatulus,Merr.,Stachyurus cordatulus
Stachyurus himalaicus,Hook.f. & Thomson ex Benth.,Stachyurus himalaicus
Stachyurus macrocarpus,Koidz.,Stachyurus macrocarpus
Stachyurus obovatus,(Rehder) Hand.-Mazz.,Stachyurus obovatus
Stadmania acuminata,Capuron,Stadmania acuminata
Stadmania excelsa,Capuron,Stadmania excelsa
Stadmania glauca,Capuron,Stadmania glauca
Stadmania leandrii,Capuron,Stadmania leandrii
Stadmania oppositifolia,Lam.,Stadmania oppositifolia
Stadmania serrulata,Capuron,Stadmania serrulata
Stahlia monosperma,(Tul.) Urb.,Stahlia monosperma
Staminodianthus duckei,(Yakovlev) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus duckei
Staminodianthus racemosus,(Hoehne) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus racemosus
Staminodianthus rosae,(H.C.Lima) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus rosae
Stanmarkia medialis,Almeda,Stanmarkia medialis
Stanmarkia spectabilis,Almeda,Stanmarkia spectabilis
Staphylea bolanderi,A. Gray,Staphylea bolanderi
Staphylea bumalda,DC.,Staphylea bumalda
Staphylea campanulata,J. Wen,Staphylea campanulata
Staphylea colchica,Steven,Staphylea colchica
Staphylea forrestii,Balf. f.,Staphylea forrestii
Staphylea holocarpa,Hemsl.,Staphylea holocarpa
Staphylea pinnata,L.,Staphylea pinnata
Staphylea shweliensis,W.W. Sm.,Staphylea shweliensis
Staphylea trifolia,L.,Staphylea trifolia
Staphylea yuanjiangensis,K.M. Feng & T.Z. Hsu,Staphylea yuanjiangensis
Staudtia kamerunensis,Warb.,Staudtia kamerunensis
Staudtia pterocarpa,(Warb.) Warb.,Staudtia pterocarpa
Staufferia capuronii,"Z.S. Rogers, Nickrent & Malécot",Staufferia capuronii
Stauranthus perforatus,Liebm.,Stauranthus perforatus
Steganotaenia araliacea,Hochst.,Steganotaenia araliacea
Steganotaenia commiphoroides,Thulin,Steganotaenia commiphoroides
Steganthera hentyi,Philipson,Steganthera hentyi
Steganthera hirsuta,Perkins,Steganthera hirsuta
Steganthera laxiflora,(Benth.) Whiffin & Foreman,Steganthera laxiflora
Steganthera macooraia,(F.M.Bailey) P.K.Endress,Steganthera macooraia
Steganthera salomonensis,(Hemsl.) Philipson,Steganthera salomonensis
Steganthera suberoso-alata,Kosterm.,Steganthera suberoso-alata
Steinbachiella leptoclada,Harms,Steinbachiella leptoclada
Steiractinia helianthoides,(Triana) S.Díaz & Vélez-Nauer,Steiractinia helianthoides
Steiractinia rusbyana,S.F.Blake,Steiractinia rusbyana
Stelechocarpus burahol,(Blume) Hook.f. & Thomson,Stelechocarpus burahol
Stelechocarpus cauliflorus,(Scheff.) R.E.Fr.,Stelechocarpus cauliflorus
Stemonocoleus micranthus,Harms,Stemonocoleus micranthus
Stemonoporus acuminatus,Bedd.,Stemonoporus acuminatus
Stemonoporus affinis,Thwaites,Stemonoporus affinis
Stemonoporus angustisepalus,Kosterm.,Stemonoporus angustisepalus
Stemonoporus bullatus,Kosterm.,Stemonoporus bullatus
Stemonoporus canaliculatus,Thwaites,Stemonoporus canaliculatus
Stemonoporus cordifolius,(Thwaites) Alston,Stemonoporus cordifolius
Stemonoporus elegans,(Thwaites) Alston,Stemonoporus elegans
Stemonoporus gardneri,Thwaites,Stemonoporus gardneri
Stemonoporus gilimalensis,Kosterm.,Stemonoporus gilimalensis
Stemonoporus gracilis,Kosterm.,Stemonoporus gracilis
Stemonoporus kanneliyensis,Kosterm.,Stemonoporus kanneliyensis
Stemonoporus laevifolius,Kosterm.,Stemonoporus laevifolius
Stemonoporus lanceolatus,Thwaites,Stemonoporus lanceolatus
Stemonoporus lancifolius,(Thwaites) P.S.Ashton,Stemonoporus lancifolius
Stemonoporus latisepalus,Kosterm.,Stemonoporus latisepalus
Stemonoporus marginalis,Kosterm.,Stemonoporus marginalis
Stemonoporus moonii,Thwaites,Stemonoporus moonii
Stemonoporus nitidus,Thwaites,Stemonoporus nitidus
Stemonoporus oblongifolius,Thwaites,Stemonoporus oblongifolius
Stemonoporus petiolaris,Thwaites,Stemonoporus petiolaris
Stemonoporus reticulatus,Thwaites,Stemonoporus reticulatus
Stemonoporus revolutus,Trim. ex Hook. f.,Stemonoporus revolutus
Stemonoporus rigidus,Thwaites,Stemonoporus rigidus
Stemonoporus scaphifolius,Kosterm.,Stemonoporus scaphifolius
Stemonoporus wightii,Thwaites,Stemonoporus wightii
Stemonurus ammui,(Kaneh.) Sleumer,Stemonurus ammui
Stemonurus apicalis,(Thwaites) Miers,Stemonurus apicalis
Stemonurus celebicus,Valeton,Stemonurus celebicus
Stemonurus corrugatus,Utteridge & Schori,Stemonurus corrugatus
Stemonurus dichrocarpus,(Gagnep.) Sleumer,Stemonurus dichrocarpus
Stemonurus gitingensis,(Elmer) Sleumer,Stemonurus gitingensis
Stemonurus grandifolius,Becc.,Stemonurus grandifolius
Stemonurus malaccensis,(Mast.) Sleumer,Stemonurus malaccensis
Stemonurus monticola,(G.Schellenb.) Sleumer,Stemonurus monticola
Stemonurus perobtusus,(Gagnep.) Sleumer,Stemonurus perobtusus
Stemonurus scorpioides,Becc.,Stemonurus scorpioides
Stemonurus secundiflorus,Blume,Stemonurus secundiflorus
Stemonurus umbellatus,Becc.,Stemonurus umbellatus
Stenanona carrillensis,G.E. Schatz & Maas,Stenanona carrillensis
Stenanona cauliflora,"(J.W.Walker) G.E.Schatz ex Maas, E.A.Mennega & Westra",Stenanona cauliflora
Stenanona columbiensis,Aristeg. ex G.E. Schatz & Maas,Stenanona columbiensis
Stenanona costaricensis,R.E.Fr.,Stenanona costaricensis
Stenanona flagelliflora,T.Wendt & G.E.Schatz,Stenanona flagelliflora
Stenanona hondurensis,"G.E. Schatz, F.G. Coe & Maas",Stenanona hondurensis
Stenanona humilis,"(Miranda) G.E.Schatz ex Maas, E.A.Mennega & Westra",Stenanona humilis
Stenanona migueliana,Ortiz-Rodr. & G.E. Schatz,Stenanona migueliana
Stenanona monticola,Maas & G.E. Schatz,Stenanona monticola
Stenanona narinensis,G.E. Schatz & Maas,Stenanona narinensis
Stenanona panamensis,Standl.,Stenanona panamensis
Stenanona stenopetala,"(Donn.Sm.) G.E.Schatz ex Maas, E.A.Mennega & Westra",Stenanona stenopetala
Stenanona tuberculata,G.E. Schatz & Maas,Stenanona tuberculata
Stenanona tubiflora,G.E. Schatz & Maas,Stenanona tubiflora
Stenocarpus acacioides,F.Muell.,Stenocarpus acacioides
Stenocarpus comptonii,S.Moore,Stenocarpus comptonii
Stenocarpus cryptocarpus,Foreman & B.Hyland,Stenocarpus cryptocarpus
Stenocarpus cunninghamii,R.Br.,Stenocarpus cunninghamii
Stenocarpus davallioides,Foreman & B.Hyland,Stenocarpus davallioides
Stenocarpus dumbeensis,Guillaumin,Stenocarpus dumbeensis
Stenocarpus gracilis,Brongn. & Gris,Stenocarpus gracilis
Stenocarpus heterophyllus,Brongn. & Gris,Stenocarpus heterophyllus
Stenocarpus milnei,Hook.,Stenocarpus milnei
Stenocarpus moorei,F.Muell.,Stenocarpus moorei
Stenocarpus phyllodineus,S.Moore,Stenocarpus phyllodineus
Stenocarpus reticulatus,C.T.White,Stenocarpus reticulatus
Stenocarpus salignus,R.Br.,Stenocarpus salignus
Stenocarpus sinuatus,Endl.,Stenocarpus sinuatus
Stenocarpus tremuloides,Brongn. & Gris,Stenocarpus tremuloides
Stenocarpus trinervis,(Montrouz.) Guillaumin,Stenocarpus trinervis
Stenocarpus verticis,Foreman,Stenocarpus verticis
Stenocarpus villosus,Brongn. & Gris,Stenocarpus villosus
Stenocereus alamosensis,(J.M. Coult.) A.C. Gibson & K.E. Horak,Stenocereus alamosensis
Stenocereus beneckei,(Ehrenb.) A. Berger & Buxb.,Stenocereus beneckei
Stenocereus chacalapensis,(Bravo & T. MacDoug.) Buxb.,Stenocereus chacalapensis
Stenocereus chrysocarpus,Sánchez-Mej.,Stenocereus chrysocarpus
Stenocereus dumortieri,(Scheidw.) Buxb.,Isolatocereus dumortieri
Stenocereus eichlamii,(Britton & Rose) Buxb. ex Bravo,Stenocereus eichlamii
Stenocereus fimbriatus,(Lam.) Lourteig,Stenocereus fimbriatus
Stenocereus fricii,Sánchez-Mej.,Stenocereus fricii
Stenocereus griseus,(Haw.) Buxb.,Stenocereus griseus
Stenocereus gummosus,(Engelm.) A. Gibson & K.E. Horak,Stenocereus gummosus
Stenocereus kerberi,(K. Schum.) A.C. Gibson & K.E. Horak,Stenocereus kerberi
Stenocereus martinezii,"(González Ortega, Jesús) Buxb.",Stenocereus martinezii
Stenocereus montanus,(Britton & Rose) Buxb.,Stenocereus montanus
Stenocereus pruinosus,(Otto ex Pfeiff.) Buxb.,Stenocereus pruinosus
Stenocereus queretaroensis,(F.A.C.Weber ex Mathes.) Buxb.,Stenocereus queretaroensis
Stenocereus standleyi,"(González Ortega, Jesús) Buxb.",Stenocereus standleyi
Stenocereus stellatus,(Pfeiff.) Riccob.,Stenocereus stellatus
Stenocereus thurberi,(Engelm.) Buxb.,Stenocereus thurberi
Stenocereus treleasei,(Vaupel) Backeb.,Stenocereus treleasei
Stenopadus andicola,Pruski,Stenopadus andicola
Stenopadus chimantensis,"Maguire, Steyerm. & Wurdack",Stenopadus chimantensis
Stenopadus colombianus,Cuatrec. & Steyerm.,Stenopadus colombianus
Stenopadus connellii,(N.E.Br.) S.F.Blake,Stenopadus connellii
Stenopadus cucullatus,Maguire & Wurdack,Stenopadus cucullatus
Stenopadus huachamacari,Maguire,Stenopadus huachamacari
Stenopadus kunhardtii,Maguire,Stenopadus kunhardtii
Stenopadus obconicus,Maguire & Wurdack,Stenopadus obconicus
Stenopadus sericeus,Maguire & Aristeg.,Stenopadus sericeus
Stenopadus talaumifolius,S.F.Blake,Stenopadus talaumifolius
Stenosepala hirsuta,C.H.Perss.,Stenosepala hirsuta
Stenostegia congesta,A.R.Bean,Stenostegia congesta
Stenostomum abbreviatum,(Urb.) Borhidi & M.Fernández,Stenostomum abbreviatum
Stenostomum acreanum,(K.Krause) Achille & Delprete,Stenostomum acreanum
Stenostomum acutatum,DC.,Stenostomum acutatum
Stenostomum albobrunneum,(Urb. & Ekman) Borhidi,Stenostomum albobrunneum
Stenostomum apiculatum,Britton & Standl.,Stenostomum apiculatum
Stenostomum aristatum,Britton,Stenostomum aristatum
Stenostomum aromaticum,(Cast.-Campos & Lorence) Borhidi,Stenostomum aromaticum
Stenostomum baracoense,Borhidi,Stenostomum baracoense
Stenostomum cahosianum,(Urb. & Ekman) Borhidi,Stenostomum cahosianum
Stenostomum coriaceum,(Vahl) Griseb.,Stenostomum coriaceum
Stenostomum cuspidatum,Borhidi,Stenostomum cuspidatum
Stenostomum darienense,(Dwyer) C.M.Taylor,Stenostomum darienense
Stenostomum densiflorum,C.Wright ex Griseb.,Stenostomum densiflorum
Stenostomum ekmanii,(Borhidi) Borhidi,Stenostomum ekmanii
Stenostomum ellipticum,(Urb. & Ekman) Borhidi,Stenostomum ellipticum
Stenostomum granulatum,Griseb.,Stenostomum granulatum
Stenostomum guianensis,(Bremek.) Delprete & Achille,Stenostomum guianensis
Stenostomum heteroneurum,(Urb. & Ekman) Borhidi,Stenostomum heteroneurum
Stenostomum involucratum,(Urb. & Ekman) Borhidi,Stenostomum involucratum
Stenostomum jamaicense,(Urb.) Borhidi,Stenostomum jamaicense
Stenostomum lucidum,(Sw.) C.F.Gaertn.,Stenostomum lucidum
Stenostomum maestrense,(Urb.) Borhidi & M.Fernández,Stenostomum maestrensis
Stenostomum minutifolium,(Borhidi & Capote) Borhidi & M.Fernández,Stenostomum minutifolium
Stenostomum mucronatum,(Urb.) Borhidi & M.Fernández,Stenostomum mucronatum
Stenostomum multinerve,(Urb.) Borhidi & M.Fernández,Stenostomum multinerve
Stenostomum nipense,(Borhidi & O.Muñiz) Borhidi & M.Fernández,Stenostomum nipense
Stenostomum obtusifolium,(Urb.) Britton & P.Wilson,Stenostomum obtusifolium
Stenostomum occidentale,(Urb.) Borhidi & M.Fernández,Stenostomum occidentale
Stenostomum oliganthum,(Urb.) Borhidi,Stenostomum oliganthum
Stenostomum ophiticola,(Alain) Borhidi & M.Fernández,Stenostomum ophiticolum
Stenostomum orbiculare,(Alain) Borhidi & M.Fernández,Stenostomum orbiculare
Stenostomum pedicellare,(Borhidi & Bisse) Borhidi & M.Fernández,Stenostomum pedicellare
Stenostomum pitonianum,(Urb. & Ekman) Borhidi,Stenostomum pitonianum
Stenostomum portoricense,Britton & P.Wilson,Stenostomum portoricense
Stenostomum radiatum,Griseb.,Stenostomum radiatum
Stenostomum resinosum,(Vahl) Griseb.,Stenostomum resinosum
Stenostomum reticulare,Borhidi & M.Fernández,Stenostomum reticulare
Stenostomum rotundatum,Griseb.,Stenostomum rotundatum
Stenostomum scrobiculatum,(Urb.) Borhidi & M.Fernández,Stenostomum scrobiculatum
Stenostomum shaferi,(Urb.) Borhidi & M.Fernández,Stenostomum shaferi
Stenostomum sintenisii,(Urb.) Britton & P.Wilson,Stenostomum sintenisii
Stenostomum tomentosum,(Sw.) DC.,Stenostomum tomentosum
Stenostomum turrialbanum,(N.Zamora & Poveda) C.M.Taylor,Stenostomum turrialbanum
Stenostomum urbanianum,(C.T.White) Borhidi & M.Fernández,Stenostomum urbanianum
Stephanodaphne cremostachya,Baill.,Stephanodaphne cremostachya
Stephanodaphne cuspidata,(Leandri) Leandri,Stephanodaphne cuspidata
Stephanodaphne geminata,H. Perrier ex Leandri,Stephanodaphne geminata
Stephanodaphne humbertii,Leandri,Stephanodaphne humbertii
Stephanodaphne pedicellata,Z.S. Rogers,Stephanodaphne pedicellata
Stephanodaphne perrieri,Leandri,Stephanodaphne perrieri
Stephanodaphne pilosa,Z.S. Rogers,Stephanodaphne pilosa
Stephanodaphne schatzii,Z.S. Rogers,Stephanodaphne schatzii
Stephanopodium angulatum,(Little) Prance,Stephanopodium angulatum
Stephanopodium aptotum,L.C.Wheeler,Stephanopodium aptotum
Stephanopodium blanchetianum,Baill.,Stephanopodium blanchetianum
Stephanopodium costaricense,Prance,Stephanopodium costaricense
Stephanopodium cuspidatum,Prance,Stephanopodium cuspidatum
Stephanopodium engleri,Baill.,Stephanopodium engleri
Stephanopodium estrellense,Baill.,Stephanopodium estrellense
Stephanopodium gentryi,Prance,Stephanopodium gentryi
Stephanopodium gracile,Fiaschi & Amorim,Stephanopodium gracile
Stephanopodium longipedicellatum,Prance,Stephanopodium longipedicellatum
Stephanopodium magnifolium,Prance,Stephanopodium magnifolium
Stephanopodium organense,(Rizzini) Prance,Stephanopodium organense
Stephanopodium peruvianum,Poepp.,Stephanopodium peruvianum
Stephanopodium sessile,Rizzini,Stephanopodium sessile
Stephanopodium venezuelanum,Prance,Stephanopodium venezuelanum
Stephanostegia capuronii,Markgr.,Stephanostegia capuronii
Stephanostegia hildebrandtii,Baill.,Stephanostegia hildebrandtii
Sterculia abbreviata,E.L.Taylor ex Mondragón,Sterculia abbreviata
Sterculia aerisperma,Cuatrec.,Sterculia aerisperma
Sterculia africana,(Lour.) Fiori,Sterculia africana
Sterculia albidiflora,Ducke,Sterculia albidiflora
Sterculia alexandri,Harv.,Sterculia alexandri
Sterculia amazonica,E.L.Taylor ex Mondragón,Sterculia amazonica
Sterculia ampla,Baker f.,Sterculia ampla
Sterculia apeibophylla,Ducke,Sterculia apeibophylla
Sterculia apetala,(Jacq.) H.Karst.,Sterculia apetala
Sterculia appendiculata,K.Schum.,Sterculia appendiculata
Sterculia balanghas,L.,Sterculia balanghas
Sterculia banksiana,Guillaumin,Sterculia banksiana
Sterculia brevissima,"H.H.Hsue ex Y.Tang, M.G.Gilbert & Dorr",Sterculia brevissima
Sterculia caribaea,R.Br.,Sterculia caribaea
Sterculia ceramica,R.Br.,Sterculia ceramica
Sterculia cheekei,Dorr,Sterculia cheekei
Sterculia chicomendesii,E.L. Taylor,Sterculia chicomendesii
Sterculia cochinchinensis,Pierre,Sterculia cochinchinensis
Sterculia cognata,Prain,Sterculia cognata
Sterculia colombiana,Sprague,Sterculia colombiana
Sterculia comosa,Wall.,Sterculia comosa
Sterculia conwentzii,K.Schum.,Sterculia conwentzii
Sterculia cordata,Blume,Sterculia cordata
Sterculia corrugata,Little,Sterculia corrugata
Sterculia costaricana,Pittier,Sterculia costaricana
Sterculia curiosa,(Vell.) Taroda,Sterculia curiosa
Sterculia cuspidata,R.Br.,Sterculia cuspidata
Sterculia dasyphylla,A.C.Sm.,Sterculia dasyphylla
Sterculia dawei,Sprague,Sterculia dawei
Sterculia duckei,E.L. Taylor ex J.A.C. Silva & M.F. Silva,Sterculia duckei
Sterculia edelfeltii,F.Muell.,Sterculia edelfeltii
Sterculia euosma,W.W.Sm.,Sterculia euosma
Sterculia excelsa,Mart.,Sterculia excelsa
Sterculia fanaiho,Setch.,Sterculia fanaiho
Sterculia foetida,L.,Sterculia foetida
Sterculia frondosa,Rich.,Sterculia frondosa
Sterculia gilva,Miq.,Sterculia gilva
Sterculia guangxiensis,S.J.Xu & P.T.Li,Sterculia guangxiensis
Sterculia guapayensis,Cuatrec.,Sterculia guapayensis
Sterculia guianensis,Sandwith,Sterculia guianensis
Sterculia guttata,Roxb. ex G.Don,Sterculia guttata
Sterculia hainanensis,Merr. & Chun,Sterculia hainanensis
Sterculia harmandii,Pierre,Sterculia harmandii
Sterculia henryi,Hemsl.,Sterculia henryi
Sterculia hispidissima,Ridl.,Sterculia hispidissima
Sterculia holtzei,F.Muell.,Sterculia holtzei
Sterculia hosei,Merr.,Sterculia hosei
Sterculia hymenocalyx,K.Schum.,Sterculia hymenocalyx
Sterculia hypochroa,Pierre,Sterculia hypochroa
Sterculia hyposticta,Miq.,Sterculia hyposticta
Sterculia impressinervis,H.H.Hsue,Sterculia impressinervis
Sterculia kayae,P.E.Berry,Sterculia kayae
Sterculia khasiana,Debb. ex Biswas,Sterculia khasiana
Sterculia killipiana,Standl. ex E.L. Taylor,Sterculia killipiana
Sterculia kingtungensis,"H.H.Hsue ex Y.Tang, M.G.Gilbert & Dorr",Sterculia kingtungensis
Sterculia lancaviensis,Ridl.,Sterculia lancaviensis
Sterculia lanceifolia,Roxb.,Sterculia lanceifolia
Sterculia lanceolata,Cav.,Sterculia lanceolata
Sterculia lepidotostellata,Mildbr.,Sterculia lepidotostellata
Sterculia linguifolia,Mast.,Sterculia linguifolia
Sterculia lisae,E.L. Taylor,Sterculia lisae
Sterculia longifolia,Vent.,Sterculia longifolia
Sterculia longipetiolata,Merr.,Sterculia longipetiolata
Sterculia macrophylla,Vent.,Sterculia macrophylla
Sterculia madagascariensis,R.Br.,Sterculia madagascariensis
Sterculia megistophylla,Ridl.,Sterculia megistophylla
Sterculia membranacea,Merr.,Sterculia membranacea
Sterculia mexicana,R.Br.,Sterculia mexicana
Sterculia mhosya,Engl.,Sterculia mhosya
Sterculia micrantha,Chun & H.H.Hsue,Sterculia micrantha
Sterculia monosperma,Vent.,Sterculia monosperma
Sterculia multiovula,E.L. Taylor ex Mondragón,Sterculia multiovula
Sterculia murex,Hemsl.,Sterculia murex
Sterculia oblonga,Mast.,Sterculia oblonga
Sterculia oblongata,R.Br.,Sterculia oblongata
Sterculia palauensis,Kaneh.,Sterculia palauensis
Sterculia parkinsonii,F.Muell.,Sterculia parkinsonii
Sterculia parviflora,Roxb. ex G.Don,Sterculia parviflora
Sterculia parvifolia,Wall.,Sterculia parvifolia
Sterculia peekelii,Mildbr.,Sterculia peekelii
Sterculia pendula,Ducke,Sterculia pendula
Sterculia peruviana,(D.R. Simpson) E.L. Taylor ex Brako & Zarucchi,Sterculia peruviana
Sterculia pexa,Pierre,Sterculia pexa
Sterculia ponapensis,Kaneh.,Sterculia ponapensis
Sterculia principis,Gagnep.,Sterculia principis
Sterculia pruriens,(Aubl.) K.Schum.,Sterculia pruriens
Sterculia quadrifida,R.Br.,Sterculia quadrifida
Sterculia quinqueloba,(Garcke) K.Schum.,Sterculia quinqueloba
Sterculia rebeccae,E.L. Taylor,Sterculia rebeccae
Sterculia recordiana,Standl.,Sterculia recordiana
Sterculia rhinopetala,K.Schum.,Sterculia rhinopetala
Sterculia rhoidifolia,Stapf ex Ridl.,Sterculia rhoidifolia
Sterculia rhynchocarpa,K.Schum.,Sterculia rhynchocarpa
Sterculia rhynchophylla,K.Schum.,Sterculia rhynchophylla
Sterculia rigidifolia,Ducke,Sterculia rigidifolia
Sterculia rogersii,N.E.Br.,Sterculia rogersii
Sterculia rubiginosa,Zoll. ex Miq.,Sterculia rubiginosa
Sterculia rugosa,R.Br.,Sterculia rugosa
Sterculia schliebenii,Mildbr.,Sterculia schliebenii
Sterculia scortechinii,King,Sterculia scortechinii
Sterculia setigera,Delile,Sterculia setigera
Sterculia shillinglawii,F.Muell.,Sterculia shillinglawii
Sterculia simaoensis,Y.Y. Qian,Sterculia simaoensis
Sterculia stenocarpa,H.J.P.Winkl.,Sterculia stenocarpa
Sterculia steyermarkii,E.L.Taylor ex Mondragón,Sterculia steyermarkii
Sterculia stigmarota,Pierre,Sterculia stigmarota
Sterculia stipularis,R.Br.,Sterculia stipularis
Sterculia stipulata,Korth.,Sterculia stipulata
Sterculia stipulifera,Ducke,Sterculia stipulifera
Sterculia striata,A. St.-Hil. & Naudin,Sterculia striata
Sterculia striatiflora,Mast.,Sterculia striatiflora
Sterculia subnobilis,H.H.Hsue,Sterculia subnobilis
Sterculia subviolacea,K.Schum.,Sterculia subviolacea
Sterculia tannaensis,Guillaumin,Sterculia tannaensis
Sterculia tantraensis,Morat,Sterculia tantraensis
Sterculia tavia,Baill.,Sterculia tavia
Sterculia tessmannii,Mildbr.,Sterculia tessmannii
Sterculia thorelii,Pierre,Sterculia thorelii
Sterculia tonkinensis,Aug.DC.,Sterculia tonkinensis
Sterculia tragacantha,Lindl.,Sterculia tragacantha
Sterculia tragacanthoides,Engl.,Sterculia tragacanthoides
Sterculia translucens,Stapf,Sterculia translucens
Sterculia urceolata,Sm.,Sterculia urceolata
Sterculia urens,Roxb.,Firmiana simplex
Sterculia versicolor,Wall.,Sterculia versicolor
Sterculia villifera,Steud.,Sterculia villifera
Sterculia villosa,Roxb. ex Sm.,Sterculia villosa
Sterculia vitiensis,Seem.,Sterculia vitiensis
Sterculia yuanjiangensis,H.H.Hsue & S.J.Xu,Sterculia yuanjiangensis
Stereocaryum neocaledonicum,(Brongn. & Gris) A.J.Scott,Stereocaryum neocaledonicum
Stereocaryum ovigerum,(Brongn. & Gris) Burret,Stereocaryum ovigerum
Stereocaryum rubiginosum,(Brongn. & Gris) Burret,Stereocaryum rubiginosum
Stereospermum acuminatissimum,K.Schum.,Stereospermum acuminatissimum
Stereospermum angustifolium,Haines,Stereospermum angustifolium
Stereospermum annamense,Dop,Stereospermum annamense
Stereospermum arcuatum,H.Perrier,Stereospermum arcuatum
Stereospermum binhchauense,V.S.Dang,Stereospermum binhchauense
Stereospermum boivini,(Baill.) H.Perrier,Stereospermum boivini
Stereospermum chelonoides,(L.f.) DC.,Stereospermum chelonoides
Stereospermum cylindricum,Pierre ex Dop,Stereospermum cylindricum
Stereospermum euphorioides,DC.,Stereospermum euphorioides
Stereospermum fimbriatum,(Wall. ex G.Don) DC.,Stereospermum fimbriatum
Stereospermum gentryi,"Callm., Phillipson & G.E.Schatz",Stereospermum gentryi
Stereospermum harmsianum,K.Schum.,Stereospermum harmsianum
Stereospermum hildebrandtii,(Baill.) H.Perrier,Stereospermum hildebrandtii
Stereospermum kunthianum,Cham.,Stereospermum kunthianum
Stereospermum longiflorum,Capuron,Stereospermum longiflorum
Stereospermum nematocarpum,(Bojer) DC.,Stereospermum nematocarpum
Stereospermum neuranthum,Kurz,Stereospermum neuranthum
Stereospermum randrianaivoi,"Callm., Phillipson & G.E.Schatz",Stereospermum randrianaivoi
Stereospermum rhoifolium,(Baill.) H.Perrier,Stereospermum rhoifolium
Stereospermum strigilosum,C.Y.Wu,Stereospermum strigilosum
Stereospermum tetragonum,DC.,Stereospermum tetragonum
Stereospermum tomentosum,H.Perrier,Stereospermum tomentosum
Stereospermum undatum,H.Perrier,Stereospermum undatum
Stereospermum variabile,H.Perrier,Stereospermum variabile
Stereospermum zenkeri,K.Schum. ex De Wild.,Stereospermum zenkeri
Sterigmapetalum chrysophyllum,Aymard & Cuello,Sterigmapetalum chrysophyllum
Sterigmapetalum colombianum,Monach.,Sterigmapetalum colombianum
Sterigmapetalum exappendiculatum,Steyerm. & Liesner,Sterigmapetalum exappendiculatum
Sterigmapetalum guianense,Steyerm.,Sterigmapetalum guianense
Sterigmapetalum heterodoxum,Steyerm. & Liesner,Sterigmapetalum heterodoxum
Sterigmapetalum obovatum,Kuhlm.,Sterigmapetalum obovatum
Sterigmapetalum plumbeum,Aymard & Cuello,Sterigmapetalum plumbeum
Sterigmapetalum resinosum,Steyerm. & Liesner,Sterigmapetalum resinosum
Sterigmapetalum tachirense,Steyerm. & Liesner,Sterigmapetalum tachirense
